"","Datetime","AQI","PM2.5","PM10","SO2","CO","NO2","O3_8h","kmean"
"919",2018-04-06,76.3761567773544,38.1921611322809,53.1469787697333,10,0.8,32,92,2
"920",2018-04-07,63,23,76,11,0.5,35,100,2
"921",2018-04-08,75,33,86,13,0.6,53,130,4
"922",2018-04-09,80,37,89,14,0.6,56,135,4
"923",2018-04-10,83,25,59,12,0.6,39,139,1
"924",2018-04-11,98,52,145,17,0.8,63,135,4
"925",2018-04-12,58,24,66,13,0.5,40,87,2
"926",2018-04-13,48,19,47,10,0.5,35,96,2
"927",2018-04-14,53,31,32,7,0.6,42,69,2
"928",2018-04-15,83,53,102,12,0.7,43,139,1
"929",2018-04-16,101,21,152,11,0.5,51,80,4
"930",2018-04-17,69,33,64,13,0.5,55,105,4
"931",2018-04-18,97,41,68,12,0.5,48,156,1
"932",2018-04-19,92,35,70,11,0.5,44,150,1
"933",2018-04-20,63,24,64,9,0.4,25,115,2
"934",2018-04-21,56,26,62,11,0.5,25,98,2
"935",2018-04-22,68,28,51,12,0.6,36,121,2
"936",2018-04-23,52,36,37,9,0.6,39,78,2
"937",2018-04-24,48,22,28,7,0.5,31,96,2
"938",2018-04-25,84,47,54,12,0.7,52,140,4
"939",2018-04-26,74,28,43,14,0.5,59,87,4
"940",2018-04-27,146,75,90,17,0.8,60,210,1
"941",2018-04-28,132,100,117,16,0.8,59,194,1
"942",2018-04-29,160,79,81,15,0.7,43,225,1
"943",2018-04-30,143,74,77,13,0.9,49,207,1
"944",2018-05-01,76,45,48,10,0.8,53,131,4
"945",2018-05-02,73,53,52,8,0.8,38,127,4
"946",2018-05-03,105,31,49,10,0.5,43,165,1
"947",2018-05-04,125,40,64,14,0.5,44,187,1
"948",2018-05-05,63,24,39,9,0.4,35,115,2
"949",2018-05-06,58,41,51,11,0.6,40,106,2
"950",2018-05-07,43,29,33,8,0.6,31,85,2
"951",2018-05-08,70,32,48,10,0.6,38,123,2
"952",2018-05-09,73,30,54,9,0.5,33,127,2
"953",2018-05-10,81,21,44,7,0.4,24,137,2
"954",2018-05-11,80,20,48,9,0.4,25,135,2
"955",2018-05-12,94,70,87,14,0.8,65,137,4
"956",2018-05-13,95,71,52,10,0.9,41,137,1
"957",2018-05-14,110,52,52,10,0.7,30,170,1
"958",2018-05-15,116,47,60,14,0.6,28,177,1
"959",2018-05-16,130,39,60,15,0.6,33,193,1
"960",2018-05-17,107,35,57,13,0.6,41,167,1
"961",2018-05-18,90,46,52,10,0.7,43,147,1
"962",2018-05-19,44,27,23,6,0.5,27,88,2
"963",2018-05-20,43,12,26,6,0.4,21,86,2
"964",2018-05-21,39,19,34,7,0.4,26,77,2
"965",2018-05-22,38,23,37,7,0.6,28,76,2
"966",2018-05-23,88,32,106,11,0.6,32,145,1
"967",2018-05-24,81,31,111,10,0.4,35,119,1
"968",2018-05-25,45,23,43,7,0.5,36,89,2
"969",2018-05-26,43,29,29,9,0.6,30,85,2
"970",2018-05-27,49,34,41,9,0.5,38,76,2
"971",2018-05-28,98,73,73,13,0.8,43,153,1
"972",2018-05-29,132,100,88,17,0.8,62,113,3
"973",2018-05-30,107,80,62,13,0.8,53,71,4
"974",2018-05-31,79,48,47,10,0.6,54,134,4
"975",2018-06-01,89,37,39,11,0.5,39,146,1
"976",2018-06-02,89,32,38,11,0.5,30,146,2
"977",2018-06-03,73,33,37,9,0.5,24,127,2
"978",2018-06-04,73,35,47,10,0.5,35,127,2
"979",2018-06-05,121,79,71,11,0.8,58,183,1
"980",2018-06-06,134,51,45,11,0.6,28,197,1
"981",2018-06-07,76,26,31,8,0.5,23,131,2
"982",2018-06-08,53,23,29,10,0.5,30,103,2
"983",2018-06-09,50,23,31,8,0.4,23,99,2
"984",2018-06-10,67,40,47,9,0.6,34,120,2
"985",2018-06-11,146,57,60,10,0.8,39,210,1
"986",2018-06-12,184,61,67,14,0.8,40,249,1
"987",2018-06-13,150,47,61,14,0.7,29,215,1
"988",2018-06-14,76,28,34,8,0.5,19,131,2
"989",2018-06-15,72,18,28,9,0.4,21,126,2
"990",2018-06-16,51,22,39,8,0.4,16,101,2
"991",2018-06-17,59,22,39,8,0.4,16,110,2
"992",2018-06-18,62,19,31,7,0.4,14,114,2
"993",2018-06-19,40,23,25,8,0.5,25,79,2
"994",2018-06-20,45,13,14,7,0.4,27,90,2
"995",2018-06-21,58,19,23,8,0.4,26,109,2
"996",2018-06-22,42,23,27,7,0.4,26,84,2
"997",2018-06-23,67,12,17,7,0.4,22,120,2
"998",2018-06-24,54,19,23,6,0.4,20,104,2
"999",2018-06-25,111,36,39,9,0.6,28,172,1
"1000",2018-06-26,121,39,53,12,0.6,33,183,1
"1001",2018-06-27,81,31,47,10,0.6,34,137,2
"1002",2018-06-28,60,29,44,10,0.6,41,112,2
"1003",2018-06-29,65,30,31,9,0.7,36,118,2
"1004",2018-06-30,38,18,24,9,0.5,30,59,2
"1005",2018-07-01,32,14,21,8,0.5,25,61,2
"1006",2018-07-02,27,14,27,7,0.4,18,50,2
"1007",2018-07-03,35,16,28,9,0.4,28,48,2
"1008",2018-07-04,67,36,40,11,0.5,34,120,2
"1009",2018-07-05,39,25,25,7,0.5,31,49,2
"1010",2018-07-06,34,14,20,8,0.5,27,55,2
"1011",2018-07-07,28,13,23,7,0.4,20,55,2
"1012",2018-07-08,79,25,42,8,0.4,22,134,2
"1013",2018-07-09,50,14,29,8,0.4,18,99,2
"1014",2018-07-10,27,10,27,7,0.3,13,49,2
"1015",2018-07-11,36,12,36,6,0.4,12,34,2
"1016",2018-07-12,34,9,27,5,0.4,12,67,2
"1017",2018-07-13,40,9,25,6,0.4,14,79,2
"1018",2018-07-14,46,9,25,7,0.4,15,92,2
"1019",2018-07-15,44,9,24,7,0.4,14,87,2
"1020",2018-07-16,37,8,21,6,0.3,13,73,2
"1021",2018-07-17,28,8,22,6,0.4,15,55,2
"1022",2018-07-18,33,8,22,6,0.3,13,65,2
"1023",2018-07-19,30,8,20,6,0.3,13,59,2
"1024",2018-07-20,38,23,38,9,0.3,16,70,2
"1025",2018-07-21,34,20,34,8,0.4,13,51,2
"1026",2018-07-22,20,9,15,5,0.3,10,39,2
"1027",2018-07-23,31,12,26,6,0.4,14,61,2
"1028",2018-07-24,108,26,39,7,0.5,25,168,1
"1029",2018-07-25,122,36,55,8,0.5,26,184,1
"1030",2018-07-26,65,35,53,8,0.7,52,114,4
"1031",2018-07-27,166,41,59,10,0.7,47,231,1
"1032",2018-07-28,124,41,52,11,0.6,29,186,1
"1033",2018-07-29,84,41,51,11,0.6,29,140,1
"1034",2018-07-30,75,32,45,7,0.6,28,130,2
"1035",2018-07-31,45,19,32,9,0.5,26,90,2
"1036",2018-08-01,55,15,25,7,0.4,19,106,2
"1037",2018-08-02,43,18,30,7,0.4,15,85,2
"1038",2018-08-03,35,11,19,4,0.5,17,69,2
"1039",2018-08-04,68,19,34,5,0.5,16,121,2
"1040",2018-08-05,79,18,32,6,0.5,17,134,2
"1041",2018-08-06,80,19,33,6,0.5,20,135,2
"1042",2018-08-07,48,15,25,6,0.4,20,95,2
"1043",2018-08-08,57,20,30,6,0.4,20,108,2
"1044",2018-08-09,69,20,34,7,0.5,21,122,2
"1045",2018-08-10,85,27,40,7,0.5,27,142,2
"1046",2018-08-11,70,22,33,6,0.6,22,123,2
"1047",2018-08-12,30,13,22,5,0.5,19,60,2
"1048",2018-08-13,34,9,24,4,0.4,11,68,2
"1049",2018-08-14,27,9,27,5,0.4,14,34,2
"1050",2018-08-15,28,13,27,7,0.4,16,55,2
"1051",2018-08-16,27,8,18,5,0.4,13,53,2
"1052",2018-08-17,35,8,19,4,0.4,12,70,2
"1053",2018-08-18,29,8,19,5,0.4,13,58,2
"1054",2018-08-19,30,7,21,4,0.4,12,60,2
"1055",2018-08-20,47,10,25,5,0.4,15,94,2
"1056",2018-08-21,44,16,23,6,0.5,35,59,2
"1057",2018-08-22,44,14,26,6,0.5,20,88,2
"1058",2018-08-23,90,23,48,7,0.6,23,148,2
"1059",2018-08-24,125,29,57,12,0.9,34,187,1
"1060",2018-08-25,43,17,26,5,0.5,23,85,2
"1061",2018-08-26,31,13,21,4,0.5,24,61,2
"1062",2018-08-27,36,9,24,4,0.4,16,71,2
"1063",2018-08-28,37,8,22,4,0.4,14,74,2
"1064",2018-08-29,38,9,24,5,0.4,15,75,2
"1065",2018-08-30,48,11,28,5,0.4,16,95,2
"1066",2018-08-31,100,16,35,6,0.5,22,159,2
"1067",2018-09-01,61,33,42,6,0.7,40,113,2
"1068",2018-09-02,81,37,39,6,0.7,36,137,2
"1069",2018-09-03,88,42,44,6,0.8,33,145,1
"1070",2018-09-04,116,42,61,10,1,42,177,1
"1071",2018-09-05,146,36,62,11,0.8,37,210,1
"1072",2018-09-06,140,53,77,10,0.8,30,204,1
"1073",2018-09-07,90,67,61,9,1.2,62,65,4
"1074",2018-09-08,49,15,30,6,0.5,31,98,2
"1075",2018-09-09,61,14,30,6,0.5,29,113,2
"1076",2018-09-10,59,13,28,6,0.5,27,110,2
"1077",2018-09-11,43,11,35,6,0.5,30,86,2
"1078",2018-09-12,38,12,26,6,0.5,30,72,2
"1079",2018-09-13,42,13,27,6,0.6,33,61,2
"1080",2018-09-14,53,12,26,7,0.5,42,76,2
"1081",2018-09-15,48,15,26,8,0.5,27,96,2
"1082",2018-09-16,26,11,25,6,0.5,18,51,2
"1083",2018-09-17,44,8,18,6,0.6,35,33,2
"1084",2018-09-18,47,15,27,8,0.6,37,57,2
"1085",2018-09-19,93,28,42,7,0.7,44,151,1
"1086",2018-09-20,73,29,38,6,0.8,58,61,4
"1087",2018-09-21,58,30,31,6,0.9,46,75,2
"1088",2018-09-22,60,22,33,7,0.7,48,93,2
"1089",2018-09-23,105,49,69,10,0.9,42,165,1
"1090",2018-09-24,100,26,48,8,0.6,20,160,1
"1091",2018-09-25,53,10,28,6,0.4,20,103,2
"1092",2018-09-26,59,10,30,6,0.4,21,110,2
"1093",2018-09-27,53,10,28,6,0.4,23,103,2
"1094",2018-09-28,54,11,29,6,0.5,31,104,2
"1095",2018-09-29,53,11,30,6,0.4,21,103,2
"1096",2018-09-30,130,36,67,10,0.7,32,193,1
"1097",2018-10-01,65,18,53,11,0.6,31,118,2
"1098",2018-10-02,81,23,48,9,0.6,41,137,2
"1099",2018-10-03,79,22,38,7,0.5,37,134,2
"1100",2018-10-04,77,17,35,7,0.4,19,132,2
"1101",2018-10-05,59,16,31,6,0.5,16,110,2
"1102",2018-10-06,69,24,47,8,0.6,29,122,2
"1103",2018-10-07,124,29,61,8,0.6,34,186,1
"1104",2018-10-08,58,16,45,7,0.5,28,109,2
"1105",2018-10-09,72,26,54,7,0.6,57,81,2
"1106",2018-10-10,43,23,43,7,0.6,26,80,2
"1107",2018-10-11,49,16,37,7,0.4,30,97,2
"1108",2018-10-12,53,17,35,7,0.5,42,98,2
"1109",2018-10-13,63,18,32,6,0.4,43,115,2
"1110",2018-10-14,45,13,25,6,0.4,32,89,2
"1111",2018-10-15,56,12,26,7,0.4,32,107,2
"1112",2018-10-16,53,22,29,6,0.5,36,103,2
"1113",2018-10-17,85,42,57,7,0.7,60,142,4
"1114",2018-10-18,48,19,32,6,0.4,30,96,2
"1115",2018-10-19,59,16,37,7,0.5,47,98,2
"1116",2018-10-20,53,12,29,6,0.4,42,90,2
"1117",2018-10-21,52,15,28,7,0.4,41,99,2
"1118",2018-10-22,62,15,17,5,0.5,49,70,2
"1119",2018-10-23,78,57,56,9,0.8,45,114,4
"1120",2018-10-24,82,60,77,9,0.8,60,137,4
"1121",2018-10-25,66,25,58,9,0.5,35,119,2
"1122",2018-10-26,75,55,76,10,0.7,43,123,4
"1123",2018-10-27,72,31,87,13,0.6,57,76,4
"1124",2018-10-28,92,39,78,15,0.7,73,110,4
"1125",2018-10-29,95,53,92,18,0.8,76,107,4
"1126",2018-10-30,55,19,40,8,0.5,41,106,2
"1127",2018-10-31,57,18,33,8,0.5,28,108,2
"1128",2018-11-01,44,11,21,6,0.4,28,87,2
"1129",2018-11-02,54,14,28,6,0.4,43,83,2
"1130",2018-11-03,52,16,28,6,0.5,41,95,2
"1131",2018-11-04,54,22,27,7,0.6,43,104,2
"1132",2018-11-05,47,25,27,7,0.4,30,94,2
"1133",2018-11-06,52,20,26,6,0.5,32,102,2
"1134",2018-11-07,63,35,20,6,0.7,50,48,2
"1135",2018-11-08,45,18,16,5,0.8,36,32,2
"1136",2018-11-09,73,53,46,9,0.8,53,74,4
"1137",2018-11-10,58,41,34,6,0.6,45,99,2
"1138",2018-11-11,69,50,48,7,0.7,50,61,4
"1139",2018-11-12,43,16,22,5,0.5,29,86,2
"1140",2018-11-13,57,24,40,6,0.5,45,90,2
"1141",2018-11-14,70,32,51,6,0.6,56,97,2
"1142",2018-11-15,88,23,37,6,0.6,70,48,4
"1143",2018-11-16,43,21,21,5,0.5,34,77,2
"1144",2018-11-17,42,15,31,5,0.4,25,83,2
"1145",2018-11-18,43,15,16,5,0.5,34,60,2
"1146",2018-11-19,102,76,70,10,1,61,55,4
"1147",2018-11-20,80,52,57,9,0.9,64,84,4
"1148",2018-11-21,50,11,13,5,0.4,40,77,2
"1149",2018-11-22,50,32,48,7,0.6,40,84,2
"1150",2018-11-23,84,39,55,7,0.6,67,84,4
"1151",2018-11-24,79,50,64,8,0.7,63,72,4
"1152",2018-11-25,108,81,73,8,0.9,79,115,4
"1153",2018-11-26,103,54,56,7,0.8,85,83,4
"1154",2018-11-27,103,77,76,8,1.1,82,81,4
"1155",2018-11-28,163,124,110,10,1.4,98,69,3
"1156",2018-11-29,139,106,107,9,1.3,102,117,3
"1157",2018-11-30,88,58,108,7,0.7,70,95,4
"1158",2018-12-01,74,29,66,7,0.5,59,75,4
"1159",2018-12-02,58,28,38,6,0.5,46,51,2
"1160",2018-12-03,78,53,42,6,0.8,62,20,4
"1161",2018-12-04,44,23,26,5,0.6,35,54,2
"1162",2018-12-05,54,14,57,5,0.4,30,63,2
"1163",2018-12-06,37,12,24,5,0.4,29,62,2
"1164",2018-12-07,37,20,30,6,0.5,29,55,2
"1165",2018-12-08,44,25,40,7,0.6,35,47,2
"1166",2018-12-09,57,28,34,6,0.6,45,35,2
"1167",2018-12-10,37,7,14,5,0.4,29,59,2
"1168",2018-12-11,44,16,19,5,0.5,35,60,2
"1169",2018-12-12,95,71,71,11,1.1,50,57,4
"1170",2018-12-13,94,70,78,14,1,71,48,4
"1171",2018-12-14,73,51,67,10,0.8,58,61,4
"1172",2018-12-15,68,13,25,6,0.4,54,44,2
"1173",2018-12-16,94,70,75,9,1,67,51,4
"1174",2018-12-17,135,103,127,13,1.2,88,60,3
"1175",2018-12-18,117,88,131,15,1.4,106,52,3
"1176",2018-12-19,112,54,102,19,1,104,31,3
"1177",2018-12-20,84,26,38,8,0.6,67,60,4
"1178",2018-12-21,95,45,57,7,0.8,76,19,4
"1179",2018-12-22,60,35,26,6,0.7,48,54,2
"1180",2018-12-23,60,43,56,7,0.8,35,87,2
"1181",2018-12-24,52,26,53,7,0.6,39,79,2
"1182",2018-12-25,62,16,34,7,0.4,49,47,2
"1183",2018-12-26,36,12,15,5,0.5,28,72,2
"1184",2018-12-27,36,16,36,6,0.4,21,67,2
"1185",2018-12-28,46,26,46,7,0.5,27,60,2
"1186",2018-12-29,49,31,49,9,0.7,38,54,2
"1187",2018-12-30,52,28,40,8,0.6,41,44,2
"1188",2018-12-31,47,27,29,6,0.5,37,54,2
"1189",2019-01-01,40,28,35,7,0.5,29,68,2
"1190",2019-01-02,87,64,72,13,0.9,45,68,4
"1191",2019-01-03,73,47,53,9,0.7,58,55,4
"1192",2019-01-04,75,18,22,6,0.6,60,47,2
"1193",2019-01-05,64,32,33,6,0.7,51,42,2
"1194",2019-01-06,55,25,33,6,0.5,44,57,2
"1195",2019-01-07,63,27,34,6,0.6,50,48,2
"1196",2019-01-08,75,55,64,9,0.9,42,79,4
"1197",2019-01-09,55,22,28,6,0.6,44,51,2
"1198",2019-01-10,59,16,20,5,0.5,47,38,2
"1199",2019-01-11,70,15,19,6,0.6,56,31,2
"1200",2019-01-12,65,42,54,8,1.2,52,16,4
"1201",2019-01-13,104,78,94,8,1.2,58,41,4
"1202",2019-01-14,94,70,72,8,1,66,77,4
"1203",2019-01-15,135,103,100,9,1.2,50,92,3
"1204",2019-01-16,55,30,59,8,0.6,44,55,2
"1205",2019-01-17,105,79,122,14,1.2,86,41,3
"1206",2019-01-18,109,82,102,11,1,74,83,4
"1207",2019-01-19,103,77,95,11,1.2,79,54,4
"1208",2019-01-20,128,97,60,11,1,51,75,4
"1209",2019-01-21,99,55,81,13,1,79,55,4
"1210",2019-01-22,110,83,105,15,1.2,88,63,3
"1211",2019-01-23,128,97,114,16,1.2,109,78,3
"1212",2019-01-24,127,96,100,14,1.2,90,89,3
"1213",2019-01-25,68,29,42,9,0.6,54,85,2
"1214",2019-01-26,34,14,34,6,0.5,24,66,2
"1215",2019-01-27,57,18,37,7,0.5,45,80,2
"1216",2019-01-28,82,55,53,10,0.9,65,46,4
"1217",2019-01-29,65,40,70,7,0.7,52,64,4
"1218",2019-01-30,78,24,54,7,0.6,62,41,4
"1219",2019-01-31,41,12,30,5,0.5,22,82,2
"1220",2019-02-01,82,60,68,6,0.8,32,67,4
"1221",2019-02-02,70,51,64,7,0.7,30,88,2
"1222",2019-02-03,93,69,58,9,1.3,38,42,4
"1223",2019-02-04,103,77,127,8,0.9,29,87,4
"1224",2019-02-05,61,19,72,7,0.4,26,80,2
"1225",2019-02-06,62,44,69,7,0.8,31,85,2
"1226",2019-02-07,48,24,48,5,0.6,15,78,2
"1227",2019-02-08,36,10,24,5,0.4,16,72,2
"1228",2019-02-09,38,11,21,5,0.4,14,75,2
"1229",2019-02-10,36,15,25,6,0.4,17,71,2
"1230",2019-02-11,39,27,30,7,0.6,25,70,2
"1231",2019-02-12,39,20,26,5,0.5,31,72,2
"1232",2019-02-13,44,23,38,5,0.6,22,88,2
"1233",2019-02-14,44,23,41,5,0.6,26,88,2
"1234",2019-02-15,42,15,18,5,0.5,33,68,2
"1235",2019-02-16,57,40,58,6,0.7,22,77,2
"1236",2019-02-17,44,27,38,7,0.6,22,88,2
"1237",2019-02-18,50,16,18,5,0.5,40,66,2
"1238",2019-02-19,67,31,37,6,0.9,53,32,4
"1239",2019-02-20,62,44,38,5,0.8,42,61,2
"1240",2019-02-21,77,56,57,5,0.8,36,83,4
"1241",2019-02-22,64,46,39,5,0.8,42,68,2
"1242",2019-02-23,160,122,121,9,1.2,65,85,3
"1243",2019-02-24,135,103,90,10,1.3,74,110,3
"1244",2019-02-25,102,76,72,7,1.2,79,82,4
"1245",2019-02-26,53,37,37,6,0.7,41,95,2
"1246",2019-02-27,60,26,40,6,0.6,48,69,2
"1247",2019-02-28,58,31,41,7,0.6,46,75,2
"1248",2019-03-01,119,90,79,8,0.9,62,113,4
"1249",2019-03-02,69,50,53,7,0.7,51,91,4
"1250",2019-03-03,100,75,83,9,0.9,65,75,4
"1251",2019-03-04,127,96,108,10,1,56,109,4
"1252",2019-03-05,108,81,81,7,0.8,54,96,4
"1253",2019-03-06,103,77,101,7,1,48,114,4
"1254",2019-03-07,92,68,53,6,0.8,31,115,4
"1255",2019-03-08,52,20,42,6,0.5,41,91,2
"1256",2019-03-09,100,32,35,6,0.8,80,42,4
"1257",2019-03-10,69,49,49,5,0.8,55,56,4
"1258",2019-03-11,95,71,117,9,0.9,71,113,4
"1259",2019-03-12,105,79,114,9,0.9,56,114,4
"1260",2019-03-13,60,20,70,6,0.5,39,91,2
"1261",2019-03-14,58,19,35,5,0.6,46,86,2
"1262",2019-03-15,68,47,74,9,0.7,54,106,4
"1263",2019-03-16,81,39,76,9,0.7,55,137,4
"1264",2019-03-17,107,80,100,13,0.9,65,156,1
"1265",2019-03-18,55,33,32,6,0.6,44,98,2
"1266",2019-03-19,64,35,37,6,0.6,51,115,2
"1267",2019-03-20,59,31,55,7,0.8,46,110,2
"1268",2019-03-21,74,54,50,6,0.9,37,93,4
"1269",2019-03-22,46,16,34,5,0.5,21,92,2
"1270",2019-03-23,52,28,43,8,0.7,37,102,2
"1271",2019-03-24,69,34,53,7,0.6,35,122,2
"1272",2019-03-25,80,58,63,6,0.8,64,91,4
"1273",2019-03-26,82,59,57,9,0.8,65,116,4
"1274",2019-03-27,84,47,56,8,0.8,67,91,4
"1275",2019-03-28,97,66,86,8,1,77,71,4
"1276",2019-03-29,63,45,59,6,0.7,50,103,4
"1277",2019-03-30,78,57,70,8,0.8,48,99,4
"1278",2019-03-31,54,15,50,6,0.5,26,104,2
"1279",2019-04-01,77,25,58,7,0.6,43,132,2
"1280",2019-04-02,71,30,64,7,0.7,48,125,2
"1281",2019-04-03,77,47,64,8,0.8,61,94,4
"1282",2019-04-04,54,38,46,5,0.6,37,98,2
"1283",2019-04-05,97,67,86,9,0.9,50,156,1
"1284",2019-04-06,90,57,58,9,0.8,45,147,1
"1285",2019-04-07,119,90,111,11,1,56,180,1
"1286",2019-04-08,98,73,82,9,0.9,53,138,4
"1287",2019-04-09,55,35,48,5,0.8,29,105,2
"1288",2019-04-10,43,19,25,5,0.6,30,86,2
"1289",2019-04-11,56,25,39,6,0.6,44,107,2
"1290",2019-04-12,84,53,57,8,0.8,62,140,4
"1291",2019-04-13,77,26,38,6,0.5,34,132,2
"1292",2019-04-14,67,48,59,7,0.8,45,117,4
"1293",2019-04-15,63,32,63,6,0.6,43,115,2
"1294",2019-04-16,57,19,49,6,0.5,36,108,2
"1295",2019-04-17,75,44,60,5,0.6,43,130,2
"1296",2019-04-18,115,46,72,7,0.7,43,176,1
"1297",2019-04-19,60,43,46,6,0.6,47,87,2
"1298",2019-04-20,45,19,33,5,0.5,29,89,2
"1299",2019-04-21,49,26,37,5,0.6,39,52,2
"1300",2019-04-22,54,19,19,4,0.6,43,43,2
"1301",2019-04-23,74,49,58,6,1,59,87,4
"1302",2019-04-24,123,93,63,8,1.2,77,58,4
"1303",2019-04-25,62,37,38,6,0.7,49,74,2
"1304",2019-04-26,44,24,38,5,0.6,35,82,2
"1305",2019-04-27,66,16,34,6,0.5,27,119,2
"1306",2019-04-28,58,31,33,5,0.6,46,80,2
"1307",2019-04-29,68,34,21,5,0.6,54,50,2
"1308",2019-04-30,54,24,27,5,0.6,43,74,2
"1309",2019-05-01,85,59,84,9,1,55,141,4
"1310",2019-05-02,74,33,97,8,0.7,59,122,4
"1311",2019-05-03,80,30,73,7,0.6,64,132,4
"1312",2019-05-04,92,36,67,8,0.6,53,150,1
"1313",2019-05-05,90,40,50,7,0.6,27,147,1
"1314",2019-05-06,59,22,42,6,0.4,22,110,2
"1315",2019-05-07,66,13,48,6,0.4,26,119,2
"1316",2019-05-08,70,17,45,6,0.4,29,124,2
"1317",2019-05-09,127,36,57,9,0.6,42,189,1
"1318",2019-05-10,103,37,51,8,0.5,35,163,1
"1319",2019-05-11,150,41,61,9,0.6,41,215,1
"1320",2019-05-12,112,35,51,7,0.6,33,173,1
"1321",2019-05-13,58,25,36,8,0.6,32,109,2
"1322",2019-05-14,55,22,27,6,0.6,25,106,2
"1323",2019-05-15,36,20,21,6,0.6,28,71,2
"1324",2019-05-16,60,43,35,6,0.7,41,53,2
"1325",2019-05-17,49,23,27,6,0.6,39,67,2
"1326",2019-05-18,54,38,39,7,0.8,39,81,2
"1327",2019-05-19,80,59,58,7,0.7,48,84,4
"1328",2019-05-20,61,28,67,7,0.5,36,113,2
"1329",2019-05-21,125,32,84,9,0.5,52,187,1
"1330",2019-05-22,155,43,84,10,0.7,48,220,1
"1331",2019-05-23,202,62,101,11,0.8,56,274,1
"1332",2019-05-24,123,34,67,7,0.5,40,185,1
"1333",2019-05-25,70,23,50,5,0.5,17,124,2
"1334",2019-05-26,45,21,28,4,0.5,17,89,2
"1335",2019-05-27,56,28,31,5,0.7,21,107,2
"1336",2019-05-28,62,12,31,5,0.5,29,114,2
"1337",2019-05-29,92,25,50,6,0.6,73,114,4
"1338",2019-05-30,85,25,44,6,0.6,45,142,2
"1339",2019-05-31,86,59,48,5,0.8,42,143,1
"1340",2019-06-01,65,33,30,5,0.6,30,118,2
"1341",2019-06-02,71,19,25,5,0.5,25,125,2
"1342",2019-06-03,87,30,30,5,0.6,23,144,2
"1343",2019-06-04,96,32,38,5,0.6,29,155,1
"1344",2019-06-05,91,42,44,4,0.6,22,149,2
"1345",2019-06-06,44,21,34,5,0.6,22,88,2
"1346",2019-06-07,59,18,25,5,0.5,23,110,2
"1347",2019-06-08,89,26,29,5,0.4,20,146,2
"1348",2019-06-09,87,26,30,5,0.5,18,144,2
"1349",2019-06-10,60,40,42,5,0.6,30,111,2
"1350",2019-06-11,63,25,29,5,0.4,23,115,2
"1351",2019-06-12,63,18,27,5,0.3,21,115,2
"1352",2019-06-13,54,21,25,5,0.4,24,104,2
"1353",2019-06-14,68,17,22,5,0.4,23,121,2
"1354",2019-06-15,173,57,66,10,0.7,42,238,1
"1355",2019-06-16,177,77,73,11,0.7,42,242,1
"1356",2019-06-17,80,29,37,8,0.5,29,136,2
"1357",2019-06-18,45,19,18,5,0.6,36,78,2
"1358",2019-06-19,46,28,19,5,0.6,31,92,2
"1359",2019-06-20,36,22,22,5,0.5,28,71,2
"1360",2019-06-21,39,19,20,5,0.5,22,78,2
"1361",2019-06-22,44,28,29,5,0.5,24,87,2
"1362",2019-06-23,60,27,32,5,0.5,19,112,2
"1363",2019-06-24,73,22,27,5,0.4,19,127,2
"1364",2019-06-25,45,14,23,5,0.4,21,89,2
"1365",2019-06-26,47,19,21,5,0.5,37,57,2
"1366",2019-06-27,75,33,28,5,0.5,31,130,2
"1367",2019-06-28,121,43,42,6,0.6,33,183,1
"1368",2019-06-29,57,40,38,6,0.9,44,78,2
"1369",2019-06-30,48,21,15,4,0.7,37,95,2
"1370",2019-07-01,48,17,15,4,0.5,31,95,2
"1371",2019-07-02,65,18,23,5,0.4,31,118,2
"1372",2019-07-03,71,23,29,5,0.4,23,125,2
"1373",2019-07-04,70,36,37,5,0.5,28,124,2
"1374",2019-07-05,61,37,36,6,0.5,30,113,2
"1375",2019-07-06,74,36,31,5,0.4,23,128,2
"1376",2019-07-07,137,34,38,5,0.6,31,200,1
