Datetime,AQI,PM2.5,PM10,SO2,CO,NO2,O3_8h
7/2/2019,65,18,23,5,0.4,31,118
7/3/2019,71,23,29,5,0.4,23,125
7/4/2019,70,36,37,5,0.5,28,124
7/5/2019,61,37,36,6,0.5,30,113
7/6/2019,74,36,31,5,0.4,23,128
7/7/2019,137,34,38,5,0.6,31,200
7/8/2019,112,54,49,7,0.7,32,173
7/9/2019,37,16,17,5,0.4,23,73
7/10/2019,43,16,20,5,0.5,34,73
7/11/2019,58,32,34,5,0.6,46,97
7/12/2019,44,28,25,5,0.5,35,64
7/13/2019,48,9,11,4,0.5,28,95
7/14/2019,93,31,29,6,0.5,34,151
7/15/2019,64,22,27,5,0.4,24,116
7/16/2019,38,17,23,5,0.4,24,75
7/17/2019,39,20,28,5,0.4,21,77
7/18/2019,25,10,21,4,0.3,20,35
7/19/2019,25,9,17,4,0.3,20,43
7/20/2019,45,25,33,5,0.6,33,90
7/21/2019,92,38,40,5,0.5,33,150
7/22/2019,90,31,40,5,0.5,23,147
7/23/2019,116,23,38,5,0.5,27,177
7/24/2019,78,31,46,5,0.7,40,133
7/25/2019,71,37,51,5,0.7,45,125
7/26/2019,97,47,59,5,0.8,45,156
7/27/2019,72,34,48,6,0.7,41,126
7/28/2019,70,20,33,5,0.5,20,124
7/29/2019,90,16,29,5,0.4,21,148
7/30/2019,99,15,30,6,0.4,23,158
7/31/2019,64,12,25,6,0.5,21,116
8/1/2019,38,9,24,5,0.4,18,75
8/2/2019,25,8,22,5,0.4,17,50
8/3/2019,25,13,25,6,0.4,19,44
8/4/2019,30,6,16,4,0.5,24,36
8/5/2019,24,9,23,5,0.4,19,41
8/6/2019,36,17,25,6,0.4,19,71
8/7/2019,38,24,35,5,0.4,19,76
8/8/2019,26,11,26,5,0.4,16,30
8/9/2019,25,11,25,5,0.4,11,25
8/10/2019,39,12,20,4,0.5,6,78
8/11/2019,40,8,14,4,0.5,16,79
8/12/2019,89,20,35,5,0.6,27,146
8/13/2019,85,32,40,6,0.7,44,141
8/14/2019,143,46,53,6,0.9,45,207
8/15/2019,118,42,46,7,1.1,32,179
8/16/2019,170,46,54,7,1,31,235
8/17/2019,181,53,66,7,0.9,33,246
8/18/2019,93,41,47,5,0.7,33,151
8/19/2019,82,17,27,5,0.6,26,138
8/20/2019,67,15,25,6,0.6,24,120
8/21/2019,110,25,41,7,0.7,34,171
8/22/2019,93,36,49,6,0.7,30,151
8/23/2019,64,32,41,6,0.6,28,116
8/24/2019,36,21,28,6,0.5,26,71
8/25/2019,23,11,23,5,0.4,18,46
8/26/2019,81,17,32,5,0.5,23,137
8/27/2019,85,28,44,6,0.6,40,142
8/28/2019,46,17,20,5,0.6,31,91
8/29/2019,55,22,24,5,0.7,44,84
8/30/2019,111,54,51,7,0.9,49,172
8/31/2019,85,42,38,6,0.7,32,142
9/1/2019,54,13,14,5,0.5,29,104
9/2/2019,42,8,10,5,0.5,33,74
9/3/2019,68,16,21,5,0.6,54,36
9/4/2019,64,31,27,6,0.7,51,42
9/5/2019,42,12,17,6,0.5,33,27
9/6/2019,28,7,14,5,0.5,22,24
9/7/2019,79,22,36,7,0.7,35,134
9/8/2019,93,33,41,6,0.7,33,151
9/9/2019,47,24,33,6,0.6,37,88
9/10/2019,120,36,54,7,0.8,47,182
9/11/2019,65,32,34,6,0.6,27,117
9/12/2019,63,18,27,6,0.6,30,115
9/13/2019,54,15,25,6,0.5,24,104
9/14/2019,46,15,29,6,0.5,25,91
9/15/2019,54,12,22,6,0.7,21,104
9/16/2019,76,15,33,7,0.6,24,131
9/17/2019,66,22,40,6,0.7,24,119
9/18/2019,72,14,37,6,0.6,21,126
9/19/2019,48,11,33,6,0.6,20,95
9/20/2019,75,14,32,6,0.6,23,129
9/21/2019,50,10,18,5,0.5,17,100
9/22/2019,45,11,22,6,0.6,21,89
9/23/2019,52,21,44,7,0.7,39,102
9/24/2019,110,38,63,10,0.9,63,170
9/25/2019,96,46,54,8,0.8,53,155
9/26/2019,74,23,32,7,0.6,36,128
9/27/2019,63,25,36,7,0.6,41,115
9/28/2019,52,36,44,7,0.6,37,102
9/29/2019,56,30,37,6,0.5,33,107
9/30/2019,46,30,40,6,0.5,29,92
10/1/2019,20,12,14,6,0.4,16,30
10/2/2019,28,12,19,8,0.6,22,45
10/3/2019,47,19,29,8,0.7,37,72
10/4/2019,61,35,33,8,0.6,28,113
10/5/2019,56,27,35,6,0.6,21,107
10/6/2019,49,10,30,6,0.4,23,98
10/7/2019,53,35,52,8,0.7,42,60
10/8/2019,80,59,55,9,1.1,51,59
10/9/2019,60,43,48,8,0.7,47,87
10/10/2019,69,15,36,9,0.5,36,122
10/11/2019,57,38,48,10,0.6,45,72
10/12/2019,70,29,44,8,0.6,28,124
10/13/2019,60,21,36,7,0.5,30,111
10/14/2019,45,19,34,7,0.5,27,90
10/15/2019,39,11,28,6,0.4,23,77
10/16/2019,49,17,36,7,0.5,39,87
10/17/2019,52,21,38,8,0.6,41,95
10/18/2019,55,18,32,7,0.5,37,106
10/19/2019,75,35,45,8,0.6,48,129
10/20/2019,87,44,48,8,0.7,54,144
10/21/2019,68,35,38,7,0.6,46,121
10/22/2019,74,31,42,8,0.6,59,116
10/23/2019,70,36,45,7,0.6,44,123
10/24/2019,61,27,38,7,0.6,44,113
10/25/2019,84,48,64,9,0.7,50,140
10/26/2019,38,20,34,7,0.5,30,74
10/27/2019,72,24,44,8,0.6,57,63
10/28/2019,95,61,64,9,0.9,76,88
10/29/2019,128,71,205,12,1,71,112
10/30/2019,131,46,212,10,0.8,79,104
10/31/2019,129,52,207,10,0.7,70,158
11/1/2019,87,42,111,9,0.7,69,135
11/2/2019,110,72,146,9,0.9,60,171
11/3/2019,55,28,45,8,0.6,34,106
11/4/2019,60,32,50,8,0.7,33,112
11/5/2019,50,16,30,7,0.5,36,100
11/6/2019,58,15,26,7,0.5,46,90
11/7/2019,62,32,41,8,0.7,40,114
11/8/2019,45,13,29,7,0.5,29,89
11/9/2019,54,12,25,7,0.5,43,92
11/10/2019,76,39,63,9,0.7,54,131
11/11/2019,97,44,103,12,0.9,77,81
11/12/2019,70,25,75,7,0.6,56,72
11/13/2019,74,54,74,10,0.9,55,93
11/14/2019,67,20,84,7,0.6,38,77
11/15/2019,60,20,60,8,0.6,48,108
11/16/2019,58,22,50,9,0.5,46,109
11/17/2019,62,34,60,9,0.7,49,82
11/18/2019,84,47,118,7,0.7,37,63
11/19/2019,93,33,135,9,0.6,36,69
11/20/2019,65,23,79,7,0.6,49,76
11/21/2019,62,12,31,6,0.5,49,62
11/22/2019,80,26,49,9,0.5,64,50
11/23/2019,69,21,37,7,0.5,55,41
11/24/2019,50,32,33,6,0.7,40,62
11/25/2019,33,13,29,5,0.4,26,59
11/26/2019,48,15,26,5,0.5,38,47
11/27/2019,44,16,18,5,0.4,35,49
11/28/2019,38,16,32,6,0.5,30,57
11/29/2019,54,17,32,6,0.5,43,47
11/30/2019,73,15,24,6,0.5,58,38
12/1/2019,53,27,22,5,0.9,42,41
12/2/2019,93,69,63,12,1,61,52
12/3/2019,112,84,87,15,1.1,95,61
12/4/2019,139,106,101,15,1.3,115,44
12/5/2019,78,54,53,11,0.7,62,74
12/6/2019,40,14,23,6,0.4,32,76
12/7/2019,80,38,47,9,0.6,64,84
12/8/2019,108,74,76,13,1,96,75
12/9/2019,115,87,81,11,0.9,101,69
12/10/2019,116,72,75,12,0.9,112,73
12/11/2019,148,113,112,14,1.3,94,90
12/12/2019,74,33,44,8,0.7,59,73
12/13/2019,93,33,57,9,0.8,74,73
12/14/2019,83,57,70,9,0.9,66,77
12/15/2019,54,17,31,7,0.5,43,61
12/16/2019,75,34,49,7,0.7,60,61
12/17/2019,103,77,62,8,1.2,60,16
12/18/2019,42,28,29,5,0.7,33,54
12/19/2019,57,28,35,6,0.6,45,40
12/20/2019,65,41,41,8,0.7,52,52
12/21/2019,63,27,24,6,0.6,50,62
12/22/2019,57,18,20,6,0.6,45,63
12/23/2019,64,33,30,6,0.7,51,69
12/24/2019,54,34,36,6,0.7,43,64
12/25/2019,83,27,30,6,0.7,66,35
12/26/2019,57,33,26,6,1,45,41
12/27/2019,98,73,71,10,1,67,49
12/28/2019,100,75,68,10,1,68,74
12/29/2019,80,41,44,8,0.6,64,34
12/30/2019,102,76,61,10,0.8,48,87
12/31/2019,34,17,31,6,0.4,27,56
1/1/2020,54,14,24,6,0.4,43,60
1/2/2020,82,24,40,7,0.6,65,34
1/3/2020,72,39,40,8,0.6,57,30
1/4/2020,88,65,50,7,0.8,52,61
1/5/2020,63,40,38,7,0.6,50,64
1/6/2020,59,22,31,7,0.7,47,69
1/7/2020,67,34,32,6,1.2,53,27
1/8/2020,59,42,40,6,1.1,44,42
1/9/2020,58,33,31,6,0.8,46,47
1/10/2020,45,16,19,5,0.5,36,53
1/11/2020,49,31,22,6,0.7,39,57
1/12/2020,147,112,83,11,1.4,57,59
1/13/2020,155,118,86,10,1.3,67,65
1/14/2020,156,119,87,9,1.3,64,64
1/15/2020,59,39,27,6,0.6,47,65
1/16/2020,44,11,12,5,0.4,35,63
1/17/2020,59,42,36,6,0.7,41,56
1/18/2020,92,68,53,7,0.9,43,55
1/19/2020,113,85,65,7,1,59,67
1/20/2020,173,131,106,10,1.4,76,103
1/21/2020,128,97,66,6,1,57,113
1/22/2020,104,78,44,5,1.2,55,69
1/23/2020,49,34,21,4,0.7,35,66
1/24/2020,62,44,52,5,0.7,25,97
1/25/2020,35,14,14,4,0.5,21,69
1/26/2020,39,16,20,5,0.6,18,77
1/27/2020,40,24,22,4,0.6,19,79
1/28/2020,110,83,66,6,1.1,25,62
1/29/2020,92,68,55,8,0.9,22,102
1/30/2020,95,71,59,9,1.1,22,98
1/31/2020,68,49,41,9,0.9,34,89
2/1/2020,57,30,26,7,0.7,45,81
2/2/2020,52,36,24,6,0.6,31,101
2/3/2020,82,60,44,6,0.8,39,103
2/4/2020,46,19,21,5,0.5,29,91
2/5/2020,45,27,31,5,0.6,29,89
2/6/2020,40,17,21,4,0.5,15,79
2/7/2020,41,24,24,5,0.6,17,81
2/8/2020,58,41,37,5,0.6,21,79
2/9/2020,104,78,65,6,0.9,31,97
2/10/2020,67,48,42,8,0.7,33,104
2/11/2020,45,26,21,5,0.5,24,89
2/12/2020,68,49,36,6,0.9,43,64
2/13/2020,73,53,32,5,0.8,29,69
2/14/2020,39,18,10,4,0.6,31,66
2/15/2020,30,13,7,4,0.6,24,48
2/16/2020,40,25,36,6,0.6,15,79
2/17/2020,42,17,27,7,0.5,18,84
2/18/2020,42,18,23,8,0.6,27,84
2/19/2020,55,13,20,5,0.3,23,106
2/20/2020,48,16,22,5,0.3,38,90
2/21/2020,46,29,31,6,0.5,33,91
2/22/2020,93,69,96,9,0.7,33,115
2/23/2020,56,27,53,5,0.4,24,107
2/24/2020,75,38,69,8,0.6,26,129
2/25/2020,65,47,52,7,0.8,35,86
2/26/2020,44,28,36,4,0.6,19,87
2/27/2020,47,29,44,5,0.6,21,94
2/28/2020,52,36,42,5,0.8,37,76
2/29/2020,47,26,16,5,0.7,37,63
3/1/2020,40,16,13,4,0.6,23,79
3/2/2020,48,24,28,5,0.8,18,96
3/3/2020,41,22,33,5,0.6,29,82
3/4/2020,47,29,35,5,0.6,22,94
3/5/2020,50,22,30,5,0.5,20,99
3/6/2020,62,22,32,5,0.5,22,114
3/7/2020,82,60,44,6,0.7,37,106
3/8/2020,55,18,19,4,0.4,23,106
3/9/2020,43,12,7,4,0.6,34,82
3/10/2020,48,30,30,5,0.7,29,96
3/11/2020,85,63,63,6,0.8,50,112
3/12/2020,69,50,48,6,0.7,30,110
3/13/2020,42,23,25,4,0.6,32,84
3/14/2020,46,25,46,6,0.6,32,88
3/15/2020,70,44,73,8,0.7,56,109
3/16/2020,44,15,37,6,0.5,25,88
3/17/2020,76,31,58,10,0.6,49,131
3/18/2020,104,51,74,12,0.7,57,164
3/19/2020,63,34,76,9,0.5,38,90
3/20/2020,64,15,61,11,0.4,34,116
3/21/2020,80,35,64,13,0.7,44,136
3/22/2020,54,38,36,6,0.6,28,103
3/23/2020,47,14,29,6,0.4,33,94
3/24/2020,54,24,37,6,0.4,39,104
3/25/2020,66,16,39,8,0.5,27,119
3/26/2020,69,35,42,9,0.8,55,50
3/27/2020,43,13,39,5,0.5,19,86
3/28/2020,39,8,25,5,0.4,18,77
3/29/2020,37,8,28,6,0.4,24,73
3/30/2020,40,13,23,5,0.5,32,79
3/31/2020,46,16,27,5,0.5,34,91
4/1/2020,71,37,41,7,0.6,29,125
4/2/2020,58,17,45,6,0.4,29,109
4/3/2020,61,27,47,7,0.5,37,113
4/4/2020,95,47,72,9,0.6,52,153
4/5/2020,62,13,41,6,0.4,18,114
4/6/2020,46,15,38,6,0.4,32,92
4/7/2020,75,25,46,7,0.5,60,93
4/8/2020,80,29,52,8,0.6,64,126
4/9/2020,65,34,54,7,0.5,41,117
4/10/2020,62,23,46,6,0.5,26,114
4/11/2020,48,22,29,5,0.5,25,96
4/12/2020,73,52,54,8,0.8,34,127
4/13/2020,85,56,82,10,0.9,55,141
4/14/2020,112,61,76,9,0.7,54,173
4/15/2020,86,54,72,9,0.7,60,143
4/16/2020,104,36,59,9,0.6,41,164
4/17/2020,101,53,107,10,1,81,88
4/18/2020,75,43,72,7,0.8,44,129
4/19/2020,60,32,28,5,0.8,30,111
4/20/2020,100,54,46,7,0.9,45,159
4/21/2020,45,21,29,6,0.5,32,90
4/22/2020,63,24,48,7,0.5,38,115
4/23/2020,65,22,50,7,0.5,29,118
4/24/2020,98,38,71,10,0.6,49,157
4/25/2020,95,41,71,9,0.6,47,154
4/26/2020,65,32,70,7,0.5,27,118
4/27/2020,55,18,37,6,0.4,31,105
4/28/2020,59,20,36,6,0.4,38,110
4/29/2020,93,20,45,8,0.5,31,151
4/30/2020,130,35,66,10,0.7,40,192
5/1/2020,59,39,61,9,0.7,47,63
5/2/2020,88,30,38,7,0.6,26,145
5/3/2020,132,54,74,8,0.8,49,195
5/4/2020,77,56,43,7,0.7,47,130
5/5/2020,56,27,24,5,0.7,26,107
5/6/2020,38,23,27,6,0.6,30,73
5/7/2020,60,25,36,6,0.6,22,111
5/8/2020,38,17,28,6,0.6,19,75
5/9/2020,62,44,41,6,1,41,80
5/10/2020,103,77,65,7,1,48,89
5/11/2020,130,82,67,7,0.9,42,192
5/12/2020,100,24,66,9,0.6,38,160
5/13/2020,69,18,80,7,0.5,32,122
5/14/2020,81,19,80,7,0.6,22,137
5/15/2020,57,33,42,7,0.8,43,108
5/16/2020,90,67,43,7,0.9,62,83
5/17/2020,95,69,48,9,0.9,38,153
5/18/2020,99,36,67,9,0.8,36,158
5/19/2020,92,28,73,9,0.7,39,150
5/20/2020,134,39,70,9,0.6,35,197
5/21/2020,88,21,50,7,0.6,22,145
5/22/2020,78,19,37,7,0.6,23,133
5/23/2020,57,22,36,8,0.6,22,108
5/24/2020,106,39,54,8,0.7,24,166
5/25/2020,73,53,52,7,0.8,30,126
5/26/2020,46,17,19,6,0.6,31,92
5/27/2020,74,39,47,7,0.8,52,128
5/28/2020,157,63,73,9,0.9,47,222
5/29/2020,87,64,58,8,0.8,49,102
5/30/2020,59,11,15,6,0.5,23,110
5/31/2020,111,55,55,7,1,44,172
6/1/2020,129,57,58,7,0.8,36,191
6/2/2020,130,28,44,8,0.7,33,192
6/3/2020,58,26,30,6,0.8,46,74
6/4/2020,89,42,48,6,0.9,51,146
6/5/2020,41,22,18,5,0.7,32,82
6/6/2020,46,11,16,5,0.6,21,92
6/7/2020,67,21,35,6,0.5,22,120
6/8/2020,52,31,54,6,0.6,20,95
6/9/2020,30,12,15,5,0.5,21,60
6/10/2020,55,36,33,5,0.7,44,56
6/11/2020,72,52,33,5,0.7,36,77
6/12/2020,119,47,42,5,0.7,34,180
6/13/2020,127,39,52,6,0.7,44,189
6/14/2020,58,32,40,6,0.8,40,109
6/15/2020,59,42,26,5,0.8,41,68
6/16/2020,72,23,22,5,0.6,32,126
6/17/2020,66,40,46,5,0.7,33,119
6/18/2020,47,26,33,5,0.8,37,82
6/19/2020,85,24,29,5,0.7,23,141
6/20/2020,70,39,32,5,0.6,24,124
6/21/2020,44,12,11,4,0.5,22,87
6/22/2020,44,14,19,5,0.6,23,87
6/23/2020,52,19,22,5,0.7,26,102
6/24/2020,54,30,31,5,0.9,43,88
6/25/2020,54,38,29,5,0.9,39,84
6/26/2020,77,32,29,5,0.7,26,132
6/27/2020,45,25,23,6,0.7,36,65
6/28/2020,48,18,15,5,0.6,38,72
6/29/2020,38,26,28,6,0.7,29,74
6/30/2020,111,22,30,8,0.7,31,172
7/1/2020,75,17,23,6,0.5,23,130
7/2/2020,47,13,20,5,0.5,19,94
7/3/2020,46,14,20,5,0.6,24,92
7/4/2020,43,11,16,5,0.5,22,86
7/5/2020,44,24,21,4,0.7,35,72
7/6/2020,53,25,21,5,0.8,42,47
7/7/2020,91,27,31,5,0.7,32,149
7/8/2020,52,25,25,5,0.6,41,70
7/9/2020,44,18,15,4,0.5,35,51
7/10/2020,35,20,20,4,0.5,26,70
7/11/2020,43,28,22,4,0.5,34,56
7/12/2020,109,39,51,6,0.6,31,169
7/13/2020,49,27,34,5,0.8,39,62
7/14/2020,53,37,31,4,0.8,38,82
7/15/2020,43,15,12,4,0.5,30,85
7/16/2020,43,15,19,4,0.5,26,85
7/17/2020,43,17,21,4,0.5,34,55
7/18/2020,83,42,55,5,0.7,43,139
7/19/2020,78,31,44,6,0.7,33,133
7/20/2020,50,27,27,6,0.9,40,53
7/21/2020,110,61,57,6,0.8,42,171
7/22/2020,120,56,55,7,0.7,46,182
7/23/2020,91,23,42,6,0.5,33,149
7/24/2020,61,31,43,6,0.7,34,113
7/25/2020,156,60,61,7,0.8,34,221
7/26/2020,120,38,44,6,0.6,32,181
7/27/2020,56,34,46,6,0.6,35,107
7/28/2020,67,37,48,6,0.6,41,120
7/29/2020,60,14,27,6,0.4,25,112
7/30/2020,38,10,24,5,0.4,18,75
7/31/2020,29,11,29,5,0.4,17,55
8/1/2020,60,11,31,6,0.4,17,111
8/2/2020,61,14,34,6,0.4,18,113
8/3/2020,28,9,27,5,0.3,16,56
8/4/2020,28,8,28,5,0.4,13,52
8/5/2020,31,9,21,5,0.5,20,61
8/6/2020,78,21,37,6,0.5,29,133
8/7/2020,93,30,51,6,0.6,34,151
8/8/2020,76,21,40,7,0.5,28,131
8/9/2020,95,26,41,7,0.5,22,153
8/10/2020,67,22,40,6,0.6,31,120
8/11/2020,68,17,35,6,0.5,26,121
8/12/2020,75,16,35,7,0.5,25,129
8/13/2020,102,21,41,7,0.5,27,162
8/14/2020,115,25,49,8,0.6,30,176
8/15/2020,71,13,29,7,0.5,22,125
8/16/2020,95,18,37,7,0.5,20,153
8/17/2020,54,25,46,7,0.4,19,104
8/18/2020,49,28,46,8,0.4,18,98
8/19/2020,57,25,42,7,0.5,20,108
8/20/2020,58,23,38,6,0.5,22,109
8/21/2020,39,23,36,5,0.4,19,78
8/22/2020,34,21,34,4,0.5,21,58
8/23/2020,34,22,34,5,0.4,24,64
8/24/2020,32,15,25,4,0.4,22,64
8/25/2020,40,12,30,5,0.5,20,80
8/26/2020,35,19,34,5,0.7,28,64
8/27/2020,97,34,48,5,0.8,29,156
8/28/2020,40,15,19,4,0.6,30,79
8/29/2020,43,23,25,4,0.6,34,64
8/30/2020,43,30,29,4,0.6,25,72
8/31/2020,27,14,22,6,0.4,17,54
9/1/2020,33,14,26,4,0.4,16,66
9/2/2020,33,17,31,5,0.6,22,66
9/3/2020,132,41,65,8,0.9,40,195
9/4/2020,131,41,60,8,0.7,38,194
9/5/2020,89,20,38,6,0.5,29,146
9/6/2020,80,21,43,6,0.6,26,135
9/7/2020,179,54,98,12,1.1,48,244
9/8/2020,146,44,76,8,0.8,50,210
9/9/2020,115,26,46,7,0.7,38,176
9/10/2020,73,26,36,5,0.6,29,127
9/11/2020,49,21,27,5,0.7,39,90
9/12/2020,49,23,34,6,0.8,36,98
9/13/2020,63,19,38,5,0.7,37,115
9/14/2020,52,18,21,5,0.7,41,88
9/15/2020,64,23,18,6,0.8,51,53
9/16/2020,68,45,40,6,1.2,54,96
9/17/2020,50,26,19,5,0.8,33,100
9/18/2020,67,28,29,5,0.9,53,72
9/19/2020,95,71,60,7,1.2,72,67
9/20/2020,67,28,38,6,0.8,53,118
9/21/2020,62,19,33,6,0.7,49,93
9/22/2020,61,15,30,6,0.7,44,113
9/23/2020,65,15,27,5,0.7,52,61
9/24/2020,59,21,35,6,0.8,47,91
9/25/2020,53,16,32,6,0.7,42,93
9/26/2020,45,13,29,5,0.6,36,89
9/27/2020,46,10,26,5,0.5,29,92
9/28/2020,46,10,28,6,0.5,31,92
9/29/2020,44,11,27,6,0.5,35,87
9/30/2020,53,17,35,6,0.5,35,103
10/1/2020,83,26,42,6,0.6,30,139
10/2/2020,86,21,34,6,0.6,21,143
10/3/2020,37,12,24,6,0.5,28,73
10/4/2020,46,10,19,6,0.6,19,92
10/5/2020,40,12,33,6,0.6,24,79
10/6/2020,43,11,27,7,0.7,24,85
10/7/2020,46,10,27,6,0.5,22,91
10/8/2020,53,12,31,6,0.5,27,103
10/9/2020,51,12,32,6,0.5,35,101
10/10/2020,56,15,35,6,0.5,36,107
